Sample number, Date/Time,Channel 1 (°C)
26682,10/3/2020 0:33:23,118.9876
26683,10/3/2020 0:33:24,118.9804
26684,10/3/2020 0:33:25,118.9656
26685,10/3/2020 0:33:26,118.9583
26686,10/3/2020 0:33:27,118.9545
26687,10/3/2020 0:33:28,118.9472
26688,10/3/2020 0:33:29,118.9253
26689,10/3/2020 0:33:30,118.9107
26690,10/3/2020 0:33:31,118.8961
26691,10/3/2020 0:33:32,118.8888
26692,10/3/2020 0:33:33,118.8706
26693,10/3/2020 0:33:34,118.8704
26694,10/3/2020 0:33:35,118.8558
26695,10/3/2020 0:33:36,118.8448
26696,10/3/2020 0:33:37,118.8339
26697,10/3/2020 0:33:38,118.8048
26698,10/3/2020 0:33:39,118.801
26699,10/3/2020 0:33:40,118.79
26700,10/3/2020 0:33:41,118.7828
26701,10/3/2020 0:33:42,118.7681
26702,10/3/2020 0:33:43,118.7571
26703,10/3/2020 0:33:44,118.7534
26704,10/3/2020 0:33:45,118.7244
26705,10/3/2020 0:33:46,118.7242
26706,10/3/2020 0:33:47,118.7097
26707,10/3/2020 0:33:48,118.6951
26708,10/3/2020 0:33:49,118.6842
26709,10/3/2020 0:33:50,118.6696
26710,10/3/2020 0:33:51,118.6622
26711,10/3/2020 0:33:52,118.644
26712,10/3/2020 0:33:53,118.6328
26713,10/3/2020 0:33:54,118.6183
26714,10/3/2020 0:33:55,118.6072
26715,10/3/2020 0:33:56,118.5927
26716,10/3/2020 0:33:57,118.5853
26717,10/3/2020 0:33:58,118.5708
26718,10/3/2020 0:33:59,118.5634
26719,10/3/2020 0:34:0,118.5633
26720,10/3/2020 0:34:1,118.545
26721,10/3/2020 0:34:2,118.5268
26722,10/3/2020 0:34:3,118.523
26723,10/3/2020 0:34:4,118.5048
26724,10/3/2020 0:34:5,118.4975
26725,10/3/2020 0:34:6,118.4865
26726,10/3/2020 0:34:7,118.4681
26727,10/3/2020 0:34:8,118.4572
26728,10/3/2020 0:34:9,118.4462
26729,10/3/2020 0:34:10,118.428
26730,10/3/2020 0:34:11,118.4171
26731,10/3/2020 0:34:12,118.4097
26732,10/3/2020 0:34:13,118.3987
26733,10/3/2020 0:34:14,118.3877
26734,10/3/2020 0:34:15,118.3732
26735,10/3/2020 0:34:16,118.3658
26736,10/3/2020 0:34:17,118.3513
26737,10/3/2020 0:34:18,118.3367
26738,10/3/2020 0:34:19,118.3293
26739,10/3/2020 0:34:20,118.3183
26740,10/3/2020 0:34:21,118.3037
26741,10/3/2020 0:34:22,118.2892
26742,10/3/2020 0:34:23,118.2818
26743,10/3/2020 0:34:24,118.2637
26744,10/3/2020 0:34:25,118.2563
26745,10/3/2020 0:34:26,118.238
26746,10/3/2020 0:34:27,118.2198
26747,10/3/2020 0:34:28,118.2089
26748,10/3/2020 0:34:29,118.1942
26749,10/3/2020 0:34:30,118.176
26750,10/3/2020 0:34:31,118.1577
26751,10/3/2020 0:34:32,118.1576
26752,10/3/2020 0:34:33,118.1358
26753,10/3/2020 0:34:34,118.1285
26754,10/3/2020 0:34:35,118.1102
26755,10/3/2020 0:34:36,118.0993
26756,10/3/2020 0:34:37,118.0992
26757,10/3/2020 0:34:38,118.0882
26758,10/3/2020 0:34:39,118.0772
26759,10/3/2020 0:34:40,118.0662
26760,10/3/2020 0:34:41,118.0626
26761,10/3/2020 0:34:42,118.0408
26762,10/3/2020 0:34:43,118.0153
26763,10/3/2020 0:34:44,118.0116
26764,10/3/2020 0:34:45,117.9897
26765,10/3/2020 0:34:46,117.9897
26766,10/3/2020 0:34:47,117.9714
26767,10/3/2020 0:34:48,117.964
26768,10/3/2020 0:34:49,117.9567
26769,10/3/2020 0:34:50,117.942
26770,10/3/2020 0:34:51,117.9311
26771,10/3/2020 0:34:52,117.931
26772,10/3/2020 0:34:53,117.9273
26773,10/3/2020 0:34:54,117.909
26774,10/3/2020 0:34:55,117.8909
26775,10/3/2020 0:34:56,117.8797
26776,10/3/2020 0:34:57,117.8689
26777,10/3/2020 0:34:58,117.8613
26778,10/3/2020 0:34:59,117.8432
26779,10/3/2020 0:35:0,117.8358
26780,10/3/2020 0:35:1,117.8248
26781,10/3/2020 0:35:2,117.7995
26782,10/3/2020 0:35:3,117.7958
26783,10/3/2020 0:35:4,117.7921
26784,10/3/2020 0:35:5,117.7629
26785,10/3/2020 0:35:6,117.7521
26786,10/3/2020 0:35:7,117.7302
26787,10/3/2020 0:35:8,117.73
26788,10/3/2020 0:35:9,117.7228
26789,10/3/2020 0:35:10,117.7082
26790,10/3/2020 0:35:11,117.6935
26791,10/3/2020 0:35:12,117.6898
26792,10/3/2020 0:35:13,117.6822
26793,10/3/2020 0:35:14,117.6643
26794,10/3/2020 0:35:15,117.6459
26795,10/3/2020 0:35:16,117.6421
26796,10/3/2020 0:35:17,117.6312
26797,10/3/2020 0:35:18,117.6131
26798,10/3/2020 0:35:19,117.6021
26799,10/3/2020 0:35:20,117.5875
26800,10/3/2020 0:35:21,117.573
26801,10/3/2020 0:35:22,117.562
26802,10/3/2020 0:35:23,117.5583
26803,10/3/2020 0:35:24,117.5472
26804,10/3/2020 0:35:25,117.5254
26805,10/3/2020 0:35:26,117.5146
26806,10/3/2020 0:35:27,117.4999
26807,10/3/2020 0:35:28,117.4889
26808,10/3/2020 0:35:29,117.478
26809,10/3/2020 0:35:30,117.4671
26810,10/3/2020 0:35:31,117.4561
26811,10/3/2020 0:35:32,117.4488
26812,10/3/2020 0:35:33,117.4305
26813,10/3/2020 0:35:34,117.4269
26814,10/3/2020 0:35:35,117.4232
26815,10/3/2020 0:35:36,117.3977
26816,10/3/2020 0:35:37,117.3832
26817,10/3/2020 0:35:38,117.3722
26818,10/3/2020 0:35:39,117.3611
26819,10/3/2020 0:35:40,117.3538
26820,10/3/2020 0:35:41,117.3284
26821,10/3/2020 0:35:42,117.3319
26822,10/3/2020 0:35:43,117.3138
26823,10/3/2020 0:35:44,117.2991
26824,10/3/2020 0:35:45,117.2881
26825,10/3/2020 0:35:46,117.2843
26826,10/3/2020 0:35:47,117.2771
26827,10/3/2020 0:35:48,117.2516
26828,10/3/2020 0:35:49,117.2371
26829,10/3/2020 0:35:50,117.2225
26830,10/3/2020 0:35:51,117.2152
26831,10/3/2020 0:35:52,117.2078
26832,10/3/2020 0:35:53,117.1896
26833,10/3/2020 0:35:54,117.1714
26834,10/3/2020 0:35:55,117.1604
26835,10/3/2020 0:35:56,117.1459
26836,10/3/2020 0:35:57,117.1349
26837,10/3/2020 0:35:58,117.1277
26838,10/3/2020 0:35:59,117.1165
26839,10/3/2020 0:36:0,117.1021
26840,10/3/2020 0:36:1,117.0948
26841,10/3/2020 0:36:2,117.073
26842,10/3/2020 0:36:3,117.062
26843,10/3/2020 0:36:4,117.0473
26844,10/3/2020 0:36:5,117.0437
26845,10/3/2020 0:36:6,117.0219
26846,10/3/2020 0:36:7,117.0255
26847,10/3/2020 0:36:8,117.0145
26848,10/3/2020 0:36:9,116.9998
26849,10/3/2020 0:36:10,116.978
26850,10/3/2020 0:36:11,116.9671
26851,10/3/2020 0:36:12,116.967
26852,10/3/2020 0:36:13,116.9561
26853,10/3/2020 0:36:14,116.9415
26854,10/3/2020 0:36:15,116.9233
26855,10/3/2020 0:36:16,116.9087
26856,10/3/2020 0:36:17,116.8941
26857,10/3/2020 0:36:18,116.8904
26858,10/3/2020 0:36:19,116.8794
26859,10/3/2020 0:36:20,116.8794
26860,10/3/2020 0:36:21,116.8684
26861,10/3/2020 0:36:22,116.8502
26862,10/3/2020 0:36:23,116.8356
26863,10/3/2020 0:36:24,116.8245
26864,10/3/2020 0:36:25,116.81
26865,10/3/2020 0:36:26,116.7916
26866,10/3/2020 0:36:27,116.7844
26867,10/3/2020 0:36:28,116.7772
26868,10/3/2020 0:36:29,116.7734
26869,10/3/2020 0:36:30,116.7551
26870,10/3/2020 0:36:31,116.7369
26871,10/3/2020 0:36:32,116.7295
26872,10/3/2020 0:36:33,116.7221
26873,10/3/2020 0:36:34,116.7075
26874,10/3/2020 0:36:35,116.7074
26875,10/3/2020 0:36:36,116.6891
26876,10/3/2020 0:36:37,116.6743
26877,10/3/2020 0:36:38,116.6707
26878,10/3/2020 0:36:39,116.6596
26879,10/3/2020 0:36:40,116.6341
26880,10/3/2020 0:36:41,116.6341
26881,10/3/2020 0:36:42,116.6267
26882,10/3/2020 0:36:43,116.6086
26883,10/3/2020 0:36:44,116.6047
26884,10/3/2020 0:36:45,116.5902
26885,10/3/2020 0:36:46,116.5755
26886,10/3/2020 0:36:47,116.5716
26887,10/3/2020 0:36:48,116.5608
26888,10/3/2020 0:36:49,116.5425
26889,10/3/2020 0:36:50,116.5386
26890,10/3/2020 0:36:51,116.5132
26891,10/3/2020 0:36:52,116.5022
26892,10/3/2020 0:36:53,116.4912
26893,10/3/2020 0:36:54,116.4838
26894,10/3/2020 0:36:55,116.4692
26895,10/3/2020 0:36:56,116.462
26896,10/3/2020 0:36:57,116.451
26897,10/3/2020 0:36:58,116.4436
26898,10/3/2020 0:36:59,116.4252
26899,10/3/2020 0:37:0,116.4107
26900,10/3/2020 0:37:1,116.3924
26901,10/3/2020 0:37:2,116.3814
26902,10/3/2020 0:37:3,116.3741
26903,10/3/2020 0:37:4,116.3596
26904,10/3/2020 0:37:5,116.3522
26905,10/3/2020 0:37:6,116.3448
26906,10/3/2020 0:37:7,116.341
26907,10/3/2020 0:37:8,116.3265
26908,10/3/2020 0:37:9,116.3009
26909,10/3/2020 0:37:10,116.29
26910,10/3/2020 0:37:11,116.279
26911,10/3/2020 0:37:12,116.2644
26912,10/3/2020 0:37:13,116.2426
26913,10/3/2020 0:37:14,116.2389
26914,10/3/2020 0:37:15,116.2242
26915,10/3/2020 0:37:16,116.2059
26916,10/3/2020 0:37:17,116.2059
26917,10/3/2020 0:37:18,116.1948
26918,10/3/2020 0:37:19,116.1728
26919,10/3/2020 0:37:20,116.1618
26920,10/3/2020 0:37:21,116.1544
26921,10/3/2020 0:37:22,116.1434
26922,10/3/2020 0:37:23,116.1359
26923,10/3/2020 0:37:24,116.125
26924,10/3/2020 0:37:25,116.1213
26925,10/3/2020 0:37:26,116.103
26926,10/3/2020 0:37:27,116.0922
26927,10/3/2020 0:37:28,116.0774
26928,10/3/2020 0:37:29,116.0664
26929,10/3/2020 0:37:30,116.0589
26930,10/3/2020 0:37:31,116.0443
26931,10/3/2020 0:37:32,116.0224
26932,10/3/2020 0:37:33,116.0186
26933,10/3/2020 0:37:34,116.0041
26934,10/3/2020 0:37:35,115.9966
26935,10/3/2020 0:37:36,115.982
26936,10/3/2020 0:37:37,115.971
26937,10/3/2020 0:37:38,115.9491
26938,10/3/2020 0:37:39,115.9453
26939,10/3/2020 0:37:40,115.9271
26940,10/3/2020 0:37:41,115.9161
26941,10/3/2020 0:37:42,115.8978
26942,10/3/2020 0:37:43,115.8975
26943,10/3/2020 0:37:44,115.8829
26944,10/3/2020 0:37:45,115.8683
26945,10/3/2020 0:37:46,115.8645
26946,10/3/2020 0:37:47,115.8463
26947,10/3/2020 0:37:48,115.8389
26948,10/3/2020 0:37:49,115.8279
26949,10/3/2020 0:37:50,115.817
26950,10/3/2020 0:37:51,115.8204
26951,10/3/2020 0:37:52,115.7876
26952,10/3/2020 0:37:53,115.7802
26953,10/3/2020 0:37:54,115.7693
26954,10/3/2020 0:37:55,115.7655
26955,10/3/2020 0:37:56,115.7579
26956,10/3/2020 0:37:57,115.7469
26957,10/3/2020 0:37:58,115.7359
26958,10/3/2020 0:37:59,115.7322
26959,10/3/2020 0:38:0,115.7176
26960,10/3/2020 0:38:1,115.7029
26961,10/3/2020 0:38:2,115.6883
26962,10/3/2020 0:38:3,115.6737
26963,10/3/2020 0:38:4,115.6627
26964,10/3/2020 0:38:5,115.6553
26965,10/3/2020 0:38:6,115.6369
26966,10/3/2020 0:38:7,115.6223
26967,10/3/2020 0:38:8,115.6185
26968,10/3/2020 0:38:9,115.6075
26969,10/3/2020 0:38:10,115.582
26970,10/3/2020 0:38:11,115.5855
26971,10/3/2020 0:38:12,115.5672
26972,10/3/2020 0:38:13,115.549
26973,10/3/2020 0:38:14,115.5526
26974,10/3/2020 0:38:15,115.5307
26975,10/3/2020 0:38:16,115.5196
26976,10/3/2020 0:38:17,115.5123
26977,10/3/2020 0:38:18,115.4977
26978,10/3/2020 0:38:19,115.4867
26979,10/3/2020 0:38:20,115.4793
26980,10/3/2020 0:38:21,115.4719
26981,10/3/2020 0:38:22,115.4645
26982,10/3/2020 0:38:23,115.4426
26983,10/3/2020 0:38:24,115.4316
26984,10/3/2020 0:38:25,115.4132
26985,10/3/2020 0:38:26,115.4022
26986,10/3/2020 0:38:27,115.3877
26987,10/3/2020 0:38:28,115.384
26988,10/3/2020 0:38:29,115.3766
26989,10/3/2020 0:38:30,115.3691
26990,10/3/2020 0:38:31,115.351
26991,10/3/2020 0:38:32,115.34
26992,10/3/2020 0:38:33,115.3255
26993,10/3/2020 0:38:34,115.3035
26994,10/3/2020 0:38:35,115.2924
26995,10/3/2020 0:38:36,115.2887
26996,10/3/2020 0:38:37,115.2668
26997,10/3/2020 0:38:38,115.2558
26998,10/3/2020 0:38:39,115.2557
26999,10/3/2020 0:38:40,115.2447
27000,10/3/2020 0:38:41,115.2338
27001,10/3/2020 0:38:42,115.2119
27002,10/3/2020 0:38:43,115.1973
27003,10/3/2020 0:38:44,115.1826
27004,10/3/2020 0:38:45,115.1716
27005,10/3/2020 0:38:46,115.1569
27006,10/3/2020 0:38:47,115.1424
27007,10/3/2020 0:38:48,115.1459
27008,10/3/2020 0:38:49,115.1312
27009,10/3/2020 0:38:50,115.1201
27010,10/3/2020 0:38:51,115.1128
27011,10/3/2020 0:38:52,115.0982
27012,10/3/2020 0:38:53,115.0908
27013,10/3/2020 0:38:54,115.0688
27014,10/3/2020 0:38:55,115.0579
27015,10/3/2020 0:38:56,115.0504
27016,10/3/2020 0:38:57,115.0359
27017,10/3/2020 0:38:58,115.0212
27018,10/3/2020 0:38:59,115.0138
27019,10/3/2020 0:39:0,114.9992
27020,10/3/2020 0:39:1,114.9954
27021,10/3/2020 0:39:2,114.9918
27022,10/3/2020 0:39:3,114.9771
27023,10/3/2020 0:39:4,114.9663
27024,10/3/2020 0:39:5,114.9516
27025,10/3/2020 0:39:6,114.9333
27026,10/3/2020 0:39:7,114.9222
27027,10/3/2020 0:39:8,114.9186
27028,10/3/2020 0:39:9,114.8967
27029,10/3/2020 0:39:10,114.8892
27030,10/3/2020 0:39:11,114.8784
27031,10/3/2020 0:39:12,114.8637
27032,10/3/2020 0:39:13,114.8491
27033,10/3/2020 0:39:14,114.8344
27034,10/3/2020 0:39:15,114.8307
27035,10/3/2020 0:39:16,114.8089
27036,10/3/2020 0:39:17,114.7869
27037,10/3/2020 0:39:18,114.7797
27038,10/3/2020 0:39:19,114.7651
27039,10/3/2020 0:39:20,114.7577
27040,10/3/2020 0:39:21,114.7539
27041,10/3/2020 0:39:22,114.7464
27042,10/3/2020 0:39:23,114.7318
27043,10/3/2020 0:39:24,114.7064
27044,10/3/2020 0:39:25,114.7062
27045,10/3/2020 0:39:26,114.6953
27046,10/3/2020 0:39:27,114.6842
27047,10/3/2020 0:39:28,114.6697
27048,10/3/2020 0:39:29,114.6586
27049,10/3/2020 0:39:30,114.6621
27050,10/3/2020 0:39:31,114.651
27051,10/3/2020 0:39:32,114.6328
27052,10/3/2020 0:39:33,114.6289
27053,10/3/2020 0:39:34,114.6069
27054,10/3/2020 0:39:35,114.5961
27055,10/3/2020 0:39:36,114.5887
27056,10/3/2020 0:39:37,114.5741
27057,10/3/2020 0:39:38,114.5665
27058,10/3/2020 0:39:39,114.5592
27059,10/3/2020 0:39:40,114.53
27060,10/3/2020 0:39:41,114.519
27061,10/3/2020 0:39:42,114.4971
27062,10/3/2020 0:39:43,114.4898
27063,10/3/2020 0:39:44,114.4751
27064,10/3/2020 0:39:45,114.4751
27065,10/3/2020 0:39:46,114.4604
27066,10/3/2020 0:39:47,114.4457
27067,10/3/2020 0:39:48,114.4312
27068,10/3/2020 0:39:49,114.4237
27069,10/3/2020 0:39:50,114.4092
27070,10/3/2020 0:39:51,114.4018
27071,10/3/2020 0:39:52,114.4017
27072,10/3/2020 0:39:53,114.3943
27073,10/3/2020 0:39:54,114.3688
27074,10/3/2020 0:39:55,114.3505
27075,10/3/2020 0:39:56,114.3433
27076,10/3/2020 0:39:57,114.3323
27077,10/3/2020 0:39:58,114.3249
27078,10/3/2020 0:39:59,114.314
27079,10/3/2020 0:40:0,114.3139
27080,10/3/2020 0:40:1,114.3065
27081,10/3/2020 0:40:2,114.2881
27082,10/3/2020 0:40:3,114.2809
27083,10/3/2020 0:40:4,114.2554
27084,10/3/2020 0:40:5,114.248
27085,10/3/2020 0:40:6,114.2335
27086,10/3/2020 0:40:7,114.2224
27087,10/3/2020 0:40:8,114.208
27088,10/3/2020 0:40:9,114.2042
27089,10/3/2020 0:40:10,114.1859
27090,10/3/2020 0:40:11,114.1786
27091,10/3/2020 0:40:12,114.164
27092,10/3/2020 0:40:13,114.164
27093,10/3/2020 0:40:14,114.1457
27094,10/3/2020 0:40:15,114.1311
27095,10/3/2020 0:40:16,114.1202
27096,10/3/2020 0:40:17,114.1128
27097,10/3/2020 0:40:18,114.0944
27098,10/3/2020 0:40:19,114.0835
27099,10/3/2020 0:40:20,114.0725
27100,10/3/2020 0:40:21,114.0505
27101,10/3/2020 0:40:22,114.0469
27102,10/3/2020 0:40:23,114.0323
27103,10/3/2020 0:40:24,114.014
27104,10/3/2020 0:40:25,114.0103
27105,10/3/2020 0:40:26,113.992
27106,10/3/2020 0:40:27,113.9775
27107,10/3/2020 0:40:28,113.9701
27108,10/3/2020 0:40:29,113.9555
27109,10/3/2020 0:40:30,113.9372
27110,10/3/2020 0:40:31,113.9299
27111,10/3/2020 0:40:32,113.9261
27112,10/3/2020 0:40:33,113.9261
27113,10/3/2020 0:40:34,113.9113
27114,10/3/2020 0:40:35,113.8968
27115,10/3/2020 0:40:36,113.8786
27116,10/3/2020 0:40:37,113.8676
27117,10/3/2020 0:40:38,113.8602
27118,10/3/2020 0:40:39,113.8528
27119,10/3/2020 0:40:40,113.8419
27120,10/3/2020 0:40:41,113.82
27121,10/3/2020 0:40:42,113.809
27122,10/3/2020 0:40:43,113.798
27123,10/3/2020 0:40:44,113.7943
27124,10/3/2020 0:40:45,113.787
27125,10/3/2020 0:40:46,113.7833
27126,10/3/2020 0:40:47,113.7577
27127,10/3/2020 0:40:48,113.7469
27128,10/3/2020 0:40:49,113.7286
27129,10/3/2020 0:40:50,113.7141
27130,10/3/2020 0:40:51,113.7103
27131,10/3/2020 0:40:52,113.6994
27132,10/3/2020 0:40:53,113.6811
27133,10/3/2020 0:40:54,113.6701
27134,10/3/2020 0:40:55,113.6555
27135,10/3/2020 0:40:56,113.6481
27136,10/3/2020 0:40:57,113.6408
27137,10/3/2020 0:40:58,113.6298
27138,10/3/2020 0:40:59,113.619
27139,10/3/2020 0:41:0,113.6079
27140,10/3/2020 0:41:1,113.5896
27141,10/3/2020 0:41:2,113.5751
27142,10/3/2020 0:41:3,113.5712
27143,10/3/2020 0:41:4,113.5567
27144,10/3/2020 0:41:5,113.5348
27145,10/3/2020 0:41:6,113.5275
27146,10/3/2020 0:41:7,113.5093
27147,10/3/2020 0:41:8,113.4983
27148,10/3/2020 0:41:9,113.5016
27149,10/3/2020 0:41:10,113.4834
27150,10/3/2020 0:41:11,113.4652
27151,10/3/2020 0:41:12,113.4615
27152,10/3/2020 0:41:13,113.4397
27153,10/3/2020 0:41:14,113.436
27154,10/3/2020 0:41:15,113.4105
27155,10/3/2020 0:41:16,113.414
27156,10/3/2020 0:41:17,113.3959
27157,10/3/2020 0:41:18,113.392
27158,10/3/2020 0:41:19,113.3811
27159,10/3/2020 0:41:20,113.3701
27160,10/3/2020 0:41:21,113.3591
27161,10/3/2020 0:41:22,113.3482
27162,10/3/2020 0:41:23,113.3372
27163,10/3/2020 0:41:24,113.3115
27164,10/3/2020 0:41:25,113.3079
27165,10/3/2020 0:41:26,113.297
27166,10/3/2020 0:41:27,113.2859
27167,10/3/2020 0:41:28,113.2859
27168,10/3/2020 0:41:29,113.2785
27169,10/3/2020 0:41:30,113.2568
27170,10/3/2020 0:41:31,113.2493
27171,10/3/2020 0:41:32,113.2348
27172,10/3/2020 0:41:33,113.2238
27173,10/3/2020 0:41:34,113.2129
27174,10/3/2020 0:41:35,113.2018
27175,10/3/2020 0:41:36,113.1945
27176,10/3/2020 0:41:37,113.1871
27177,10/3/2020 0:41:38,113.1616
27178,10/3/2020 0:41:39,113.158
27179,10/3/2020 0:41:40,113.1361
27180,10/3/2020 0:41:41,113.1252
27181,10/3/2020 0:41:42,113.1213
27182,10/3/2020 0:41:43,113.1105
27183,10/3/2020 0:41:44,113.1031
27184,10/3/2020 0:41:45,113.0885
27185,10/3/2020 0:41:46,113.0848
27186,10/3/2020 0:41:47,113.0593
27187,10/3/2020 0:41:48,113.0483
27188,10/3/2020 0:41:49,113.0337
27189,10/3/2020 0:41:50,113.03
27190,10/3/2020 0:41:51,113.0118
27191,10/3/2020 0:41:52,113.008
27192,10/3/2020 0:41:53,112.9972
27193,10/3/2020 0:41:54,113.0043
27194,10/3/2020 0:41:55,112.9643
27195,10/3/2020 0:41:56,112.9606
27196,10/3/2020 0:41:57,112.9568
27197,10/3/2020 0:41:58,112.9423
27198,10/3/2020 0:41:59,112.9277
27199,10/3/2020 0:42:0,112.9167
27200,10/3/2020 0:42:1,112.8985
27201,10/3/2020 0:42:2,112.8985
27202,10/3/2020 0:42:3,112.8873
27203,10/3/2020 0:42:4,112.8656
27204,10/3/2020 0:42:5,112.851
27205,10/3/2020 0:42:6,112.8471
27206,10/3/2020 0:42:7,112.8288
27207,10/3/2020 0:42:8,112.8179
27208,10/3/2020 0:42:9,112.8069
27209,10/3/2020 0:42:10,112.785
27210,10/3/2020 0:42:11,112.7778
27211,10/3/2020 0:42:12,112.7741
27212,10/3/2020 0:42:13,112.7522
27213,10/3/2020 0:42:14,112.752
27214,10/3/2020 0:42:15,112.7374
27215,10/3/2020 0:42:16,112.7337
27216,10/3/2020 0:42:17,112.7228
27217,10/3/2020 0:42:18,112.7118
27218,10/3/2020 0:42:19,112.7044
27219,10/3/2020 0:42:20,112.679
27220,10/3/2020 0:42:21,112.6642
27221,10/3/2020 0:42:22,112.6606
27222,10/3/2020 0:42:23,112.6387
27223,10/3/2020 0:42:24,112.635
27224,10/3/2020 0:42:25,112.6276
27225,10/3/2020 0:42:26,112.6238
27226,10/3/2020 0:42:27,112.6166
27227,10/3/2020 0:42:28,112.5947
27228,10/3/2020 0:42:29,112.5911
27229,10/3/2020 0:42:30,112.5836
27230,10/3/2020 0:42:31,112.5653
27231,10/3/2020 0:42:32,112.5544
27232,10/3/2020 0:42:33,112.5469
27233,10/3/2020 0:42:34,112.5324
27234,10/3/2020 0:42:35,112.5178
27235,10/3/2020 0:42:36,112.5213
27236,10/3/2020 0:42:37,112.503
27237,10/3/2020 0:42:38,112.4849
27238,10/3/2020 0:42:39,112.4811
27239,10/3/2020 0:42:40,112.4665
27240,10/3/2020 0:42:41,112.4448
27241,10/3/2020 0:42:42,112.441
27242,10/3/2020 0:42:43,112.43
27243,10/3/2020 0:42:44,112.4155
27244,10/3/2020 0:42:45,112.4116
27245,10/3/2020 0:42:46,112.3971
27246,10/3/2020 0:42:47,112.3861
27247,10/3/2020 0:42:48,112.3752
27248,10/3/2020 0:42:49,112.3715
27249,10/3/2020 0:42:50,112.3605
27250,10/3/2020 0:42:51,112.3351
27251,10/3/2020 0:42:52,112.3204
27252,10/3/2020 0:42:53,112.3094
27253,10/3/2020 0:42:54,112.3021
27254,10/3/2020 0:42:55,112.2912
27255,10/3/2020 0:42:56,112.2801
27256,10/3/2020 0:42:57,112.2801
27257,10/3/2020 0:42:58,112.2654
27258,10/3/2020 0:42:59,112.2544
27259,10/3/2020 0:43:0,112.2363
27260,10/3/2020 0:43:1,112.2363
27261,10/3/2020 0:43:2,112.218
27262,10/3/2020 0:43:3,112.2034
27263,10/3/2020 0:43:4,112.1815
27264,10/3/2020 0:43:5,112.1741
27265,10/3/2020 0:43:6,112.1668
27266,10/3/2020 0:43:7,112.1558
27267,10/3/2020 0:43:8,112.1592
27268,10/3/2020 0:43:9,112.1374
27269,10/3/2020 0:43:10,112.1264
27270,10/3/2020 0:43:11,112.1191
27271,10/3/2020 0:43:12,112.1043
27272,10/3/2020 0:43:13,112.0897
27273,10/3/2020 0:43:14,112.0787
27274,10/3/2020 0:43:15,112.0749
27275,10/3/2020 0:43:16,112.0639
27276,10/3/2020 0:43:17,112.0566
27277,10/3/2020 0:43:18,112.0383
27278,10/3/2020 0:43:19,112.0382
27279,10/3/2020 0:43:20,112.0308
27280,10/3/2020 0:43:21,112.0198
27281,10/3/2020 0:43:22,112.0051
27282,10/3/2020 0:43:23,111.9869
27283,10/3/2020 0:43:24,111.9833
27284,10/3/2020 0:43:25,111.9759
27285,10/3/2020 0:43:26,111.9541
27286,10/3/2020 0:43:27,111.954
27287,10/3/2020 0:43:28,111.9394
27288,10/3/2020 0:43:29,111.9211
27289,10/3/2020 0:43:30,111.9063
27290,10/3/2020 0:43:31,111.8881
27291,10/3/2020 0:43:32,111.8807
27292,10/3/2020 0:43:33,111.8806
27293,10/3/2020 0:43:34,111.8732
27294,10/3/2020 0:43:35,111.8549
27295,10/3/2020 0:43:36,111.8402
27296,10/3/2020 0:43:37,111.8363
27297,10/3/2020 0:43:38,111.8254
27298,10/3/2020 0:43:39,111.807
27299,10/3/2020 0:43:40,111.8069
27300,10/3/2020 0:43:41,111.7997
27301,10/3/2020 0:43:42,111.7813
27302,10/3/2020 0:43:43,111.763
27303,10/3/2020 0:43:44,111.7558
27304,10/3/2020 0:43:45,111.7411
27305,10/3/2020 0:43:46,111.7301
27306,10/3/2020 0:43:47,111.7227
27307,10/3/2020 0:43:48,111.7009
27308,10/3/2020 0:43:49,111.6899
27309,10/3/2020 0:43:50,111.6934
27310,10/3/2020 0:43:51,111.6787
27311,10/3/2020 0:43:52,111.6713
27312,10/3/2020 0:43:53,111.6529
27313,10/3/2020 0:43:54,111.6383
27314,10/3/2020 0:43:55,111.6238
27315,10/3/2020 0:43:56,111.6164
27316,10/3/2020 0:43:57,111.609
27317,10/3/2020 0:43:58,111.6089
27318,10/3/2020 0:43:59,111.5907
27319,10/3/2020 0:44:0,111.576
27320,10/3/2020 0:44:1,111.565
27321,10/3/2020 0:44:2,111.5505
27322,10/3/2020 0:44:3,111.5431
27323,10/3/2020 0:44:4,111.5356
27324,10/3/2020 0:44:5,111.5139
27325,10/3/2020 0:44:6,111.51
27326,10/3/2020 0:44:7,111.5028
27327,10/3/2020 0:44:8,111.4954
27328,10/3/2020 0:44:9,111.4807
27329,10/3/2020 0:44:10,111.4625
27330,10/3/2020 0:44:11,111.4478
27331,10/3/2020 0:44:12,111.4515
27332,10/3/2020 0:44:13,111.4367
27333,10/3/2020 0:44:14,111.4221
27334,10/3/2020 0:44:15,111.4074
27335,10/3/2020 0:44:16,111.4001
27336,10/3/2020 0:44:17,111.3928
27337,10/3/2020 0:44:18,111.3818
27338,10/3/2020 0:44:19,111.3672
27339,10/3/2020 0:44:20,111.3562
27340,10/3/2020 0:44:21,111.3525
27341,10/3/2020 0:44:22,111.3379
27342,10/3/2020 0:44:23,111.3307
27343,10/3/2020 0:44:24,111.3088
27344,10/3/2020 0:44:25,111.3014
27345,10/3/2020 0:44:26,111.2868
27346,10/3/2020 0:44:27,111.2866
27347,10/3/2020 0:44:28,111.2685
27348,10/3/2020 0:44:29,111.2575
27349,10/3/2020 0:44:30,111.2464
27350,10/3/2020 0:44:31,111.2318
