Sample number, Date/Time,Channel 1 (°C)
8234,9/3/2020 19:25:55,194.3661
8235,9/3/2020 19:25:56,194.3812
8236,9/3/2020 19:25:57,194.3999
8237,9/3/2020 19:25:58,194.4148
8238,9/3/2020 19:25:59,194.426
8239,9/3/2020 19:26:0,194.4484
8240,9/3/2020 19:26:1,194.4671
8241,9/3/2020 19:26:2,194.4821
8242,9/3/2020 19:26:3,194.4932
8243,9/3/2020 19:26:4,194.5046
8244,9/3/2020 19:26:5,194.527
8245,9/3/2020 19:26:6,194.5382
8246,9/3/2020 19:26:7,194.5606
8247,9/3/2020 19:26:8,194.5755
8248,9/3/2020 19:26:9,194.5869
8249,9/3/2020 19:26:10,194.6055
8250,9/3/2020 19:26:11,194.6205
8251,9/3/2020 19:26:12,194.6429
8252,9/3/2020 19:26:13,194.6541
8253,9/3/2020 19:26:14,194.669
8254,9/3/2020 19:26:15,194.6805
8255,9/3/2020 19:26:16,194.7028
8256,9/3/2020 19:26:17,194.7214
8257,9/3/2020 19:26:18,194.7326
8258,9/3/2020 19:26:19,194.7588
8259,9/3/2020 19:26:20,194.7813
8260,9/3/2020 19:26:21,194.8037
8261,9/3/2020 19:26:22,194.8223
8262,9/3/2020 19:26:23,194.8299
8263,9/3/2020 19:26:24,194.8448
8264,9/3/2020 19:26:25,194.8523
8265,9/3/2020 19:26:26,194.8784
8266,9/3/2020 19:26:27,194.8859
8267,9/3/2020 19:26:28,194.9008
8268,9/3/2020 19:26:29,194.912
8269,9/3/2020 19:26:30,194.9307
8270,9/3/2020 19:26:31,194.9382
8271,9/3/2020 19:26:32,194.9606
8272,9/3/2020 19:26:33,194.983
8273,9/3/2020 19:26:34,195.013
8274,9/3/2020 19:26:35,195.028
8275,9/3/2020 19:26:36,195.0392
8276,9/3/2020 19:26:37,195.0653
8277,9/3/2020 19:26:38,195.0728
8278,9/3/2020 19:26:39,195.0914
8279,9/3/2020 19:26:40,195.0952
8280,9/3/2020 19:26:41,195.1138
8281,9/3/2020 19:26:42,195.14
8282,9/3/2020 19:26:43,195.1587
8283,9/3/2020 19:26:44,195.1661
8284,9/3/2020 19:26:45,195.1812
8285,9/3/2020 19:26:46,195.1961
8286,9/3/2020 19:26:47,195.2073
8287,9/3/2020 19:26:48,195.226
8288,9/3/2020 19:26:49,195.2448
8289,9/3/2020 19:26:50,195.2596
8290,9/3/2020 19:26:51,195.2859
8291,9/3/2020 19:26:52,195.3118
8292,9/3/2020 19:26:53,195.3231
8293,9/3/2020 19:26:54,195.3342
8294,9/3/2020 19:26:55,195.3492
8295,9/3/2020 19:26:56,195.3678
8296,9/3/2020 19:26:57,195.3829
8297,9/3/2020 19:26:58,195.4053
8298,9/3/2020 19:26:59,195.4201
8299,9/3/2020 19:27:0,195.4238
8300,9/3/2020 19:27:1,195.4425
8301,9/3/2020 19:27:2,195.465
8302,9/3/2020 19:27:3,195.48
8303,9/3/2020 19:27:4,195.5022
8304,9/3/2020 19:27:5,195.5061
8305,9/3/2020 19:27:6,195.5284
8306,9/3/2020 19:27:7,195.5472
8307,9/3/2020 19:27:8,195.562
8308,9/3/2020 19:27:9,195.5807
8309,9/3/2020 19:27:10,195.5881
8310,9/3/2020 19:27:11,195.618
8311,9/3/2020 19:27:12,195.6367
8312,9/3/2020 19:27:13,195.6591
8313,9/3/2020 19:27:14,195.674
8314,9/3/2020 19:27:15,195.6891
8315,9/3/2020 19:27:16,195.7076
8316,9/3/2020 19:27:17,195.719
8317,9/3/2020 19:27:18,195.7414
8318,9/3/2020 19:27:19,195.745
8319,9/3/2020 19:27:20,195.7713
8320,9/3/2020 19:27:21,195.7787
8321,9/3/2020 19:27:22,195.7974
8322,9/3/2020 19:27:23,195.8123
8323,9/3/2020 19:27:24,195.8236
8324,9/3/2020 19:27:25,195.8422
8325,9/3/2020 19:27:26,195.8609
8326,9/3/2020 19:27:27,195.8833
8327,9/3/2020 19:27:28,195.8982
8328,9/3/2020 19:27:29,195.9057
8329,9/3/2020 19:27:30,195.9431
8330,9/3/2020 19:27:31,195.9617
8331,9/3/2020 19:27:32,195.9655
8332,9/3/2020 19:27:33,195.9768
8333,9/3/2020 19:27:34,195.9916
8334,9/3/2020 19:27:35,195.9992
8335,9/3/2020 19:27:36,196.0215
8336,9/3/2020 19:27:37,196.0327
8337,9/3/2020 19:27:38,196.0476
8338,9/3/2020 19:27:39,196.0664
8339,9/3/2020 19:27:40,196.0963
8340,9/3/2020 19:27:41,196.1075
8341,9/3/2020 19:27:42,196.1225
8342,9/3/2020 19:27:43,196.1374
8343,9/3/2020 19:27:44,196.1523
8344,9/3/2020 19:27:45,196.1711
8345,9/3/2020 19:27:46,196.1898
8346,9/3/2020 19:27:47,196.216
8347,9/3/2020 19:27:48,196.2233
8348,9/3/2020 19:27:49,196.242
8349,9/3/2020 19:27:50,196.2645
8350,9/3/2020 19:27:51,196.2757
8351,9/3/2020 19:27:52,196.2832
8352,9/3/2020 19:27:53,196.2981
8353,9/3/2020 19:27:54,196.3168
8354,9/3/2020 19:27:55,196.3243
8355,9/3/2020 19:27:56,196.3393
8356,9/3/2020 19:27:57,196.3579
8357,9/3/2020 19:27:58,196.3804
8358,9/3/2020 19:27:59,196.3915
8359,9/3/2020 19:28:0,196.4066
8360,9/3/2020 19:28:1,196.4178
8361,9/3/2020 19:28:2,196.4439
8362,9/3/2020 19:28:3,196.4587
8363,9/3/2020 19:28:4,196.4813
8364,9/3/2020 19:28:5,196.5035
8365,9/3/2020 19:28:6,196.5223
8366,9/3/2020 19:28:7,196.5298
8367,9/3/2020 19:28:8,196.5373
8368,9/3/2020 19:28:9,196.5559
8369,9/3/2020 19:28:10,196.5673
8370,9/3/2020 19:28:11,196.5895
8371,9/3/2020 19:28:12,196.6084
8372,9/3/2020 19:28:13,196.627
8373,9/3/2020 19:28:14,196.642
8374,9/3/2020 19:28:15,196.6644
8375,9/3/2020 19:28:16,196.6719
8376,9/3/2020 19:28:17,196.6981
8377,9/3/2020 19:28:18,196.7092
8378,9/3/2020 19:28:19,196.7279
8379,9/3/2020 19:28:20,196.754
8380,9/3/2020 19:28:21,196.7766
8381,9/3/2020 19:28:22,196.7767
8382,9/3/2020 19:28:23,196.8065
8383,9/3/2020 19:28:24,196.8214
8384,9/3/2020 19:28:25,196.8364
8385,9/3/2020 19:28:26,196.8514
8386,9/3/2020 19:28:27,196.8737
8387,9/3/2020 19:28:28,196.8963
8388,9/3/2020 19:28:29,196.9262
8389,9/3/2020 19:28:30,196.9374
8390,9/3/2020 19:28:31,196.9562
8391,9/3/2020 19:28:32,196.9711
8392,9/3/2020 19:28:33,196.9861
8393,9/3/2020 19:28:34,196.9935
8394,9/3/2020 19:28:35,197.001
8395,9/3/2020 19:28:36,197.0236
8396,9/3/2020 19:28:37,197.0311
8397,9/3/2020 19:28:38,197.0609
8398,9/3/2020 19:28:39,197.0759
8399,9/3/2020 19:28:40,197.0833
8400,9/3/2020 19:28:41,197.1057
8401,9/3/2020 19:28:42,197.1096
8402,9/3/2020 19:28:43,197.1245
8403,9/3/2020 19:28:44,197.1395
8404,9/3/2020 19:28:45,197.1619
8405,9/3/2020 19:28:46,197.1693
8406,9/3/2020 19:28:47,197.2067
8407,9/3/2020 19:28:48,197.2179
8408,9/3/2020 19:28:49,197.244
8409,9/3/2020 19:28:50,197.2591
8410,9/3/2020 19:28:51,197.2814
8411,9/3/2020 19:28:52,197.3001
8412,9/3/2020 19:28:53,197.3114
8413,9/3/2020 19:28:54,197.3375
8414,9/3/2020 19:28:55,197.3413
8415,9/3/2020 19:28:56,197.3486
8416,9/3/2020 19:28:57,197.3712
8417,9/3/2020 19:28:58,197.3898
8418,9/3/2020 19:28:59,197.3973
8419,9/3/2020 19:29:0,197.4158
8420,9/3/2020 19:29:1,197.4308
8421,9/3/2020 19:29:2,197.4496
8422,9/3/2020 19:29:3,197.4684
8423,9/3/2020 19:29:4,197.4833
8424,9/3/2020 19:29:5,197.4981
8425,9/3/2020 19:29:6,197.5131
8426,9/3/2020 19:29:7,197.5319
8427,9/3/2020 19:29:8,197.5504
8428,9/3/2020 19:29:9,197.5728
8429,9/3/2020 19:29:10,197.5766
8430,9/3/2020 19:29:11,197.599
8431,9/3/2020 19:29:12,197.6102
8432,9/3/2020 19:29:13,197.6251
8433,9/3/2020 19:29:14,197.6438
8434,9/3/2020 19:29:15,197.6587
8435,9/3/2020 19:29:16,197.6772
8436,9/3/2020 19:29:17,197.6923
8437,9/3/2020 19:29:18,197.7036
8438,9/3/2020 19:29:19,197.7185
8439,9/3/2020 19:29:20,197.7334
8440,9/3/2020 19:29:21,197.7484
8441,9/3/2020 19:29:22,197.7743
8442,9/3/2020 19:29:23,197.7932
8443,9/3/2020 19:29:24,197.8156
8444,9/3/2020 19:29:25,197.838
8445,9/3/2020 19:29:26,197.8568
8446,9/3/2020 19:29:27,197.8716
8447,9/3/2020 19:29:28,197.8829
8448,9/3/2020 19:29:29,197.9053
8449,9/3/2020 19:29:30,197.924
8450,9/3/2020 19:29:31,197.9501
8451,9/3/2020 19:29:32,197.9464
8452,9/3/2020 19:29:33,197.9688
8453,9/3/2020 19:29:34,197.9912
8454,9/3/2020 19:29:35,198.0137
8455,9/3/2020 19:29:36,198.0285
8456,9/3/2020 19:29:37,198.0435
8457,9/3/2020 19:29:38,198.0622
8458,9/3/2020 19:29:39,198.0771
8459,9/3/2020 19:29:40,198.0846
8460,9/3/2020 19:29:41,198.0995
8461,9/3/2020 19:29:42,198.1219
8462,9/3/2020 19:29:43,198.1369
8463,9/3/2020 19:29:44,198.1557
8464,9/3/2020 19:29:45,198.1705
8465,9/3/2020 19:29:46,198.1893
8466,9/3/2020 19:29:47,198.2229
8467,9/3/2020 19:29:48,198.2302
8468,9/3/2020 19:29:49,198.2565
8469,9/3/2020 19:29:50,198.2827
8470,9/3/2020 19:29:51,198.2976
8471,9/3/2020 19:29:52,198.3087
8472,9/3/2020 19:29:53,198.3124
8473,9/3/2020 19:29:54,198.3275
8474,9/3/2020 19:29:55,198.3349
8475,9/3/2020 19:29:56,198.3499
8476,9/3/2020 19:29:57,198.3648
8477,9/3/2020 19:29:58,198.3798
8478,9/3/2020 19:29:59,198.3872
8479,9/3/2020 19:30:0,198.4097
8480,9/3/2020 19:30:1,198.4283
8481,9/3/2020 19:30:2,198.4471
8482,9/3/2020 19:30:3,198.4583
8483,9/3/2020 19:30:4,198.4845
8484,9/3/2020 19:30:5,198.4994
8485,9/3/2020 19:30:6,198.5067
8486,9/3/2020 19:30:7,198.5329
8487,9/3/2020 19:30:8,198.559
8488,9/3/2020 19:30:9,198.574
8489,9/3/2020 19:30:10,198.5814
8490,9/3/2020 19:30:11,198.6039
8491,9/3/2020 19:30:12,198.6299
8492,9/3/2020 19:30:13,198.6523
8493,9/3/2020 19:30:14,198.6672
8494,9/3/2020 19:30:15,198.6785
8495,9/3/2020 19:30:16,198.7008
8496,9/3/2020 19:30:17,198.712
8497,9/3/2020 19:30:18,198.7269
8498,9/3/2020 19:30:19,198.7382
8499,9/3/2020 19:30:20,198.753
8500,9/3/2020 19:30:21,198.7716
8501,9/3/2020 19:30:22,198.7903
8502,9/3/2020 19:30:23,198.8016
8503,9/3/2020 19:30:24,198.8202
8504,9/3/2020 19:30:25,198.8387
8505,9/3/2020 19:30:26,198.8574
8506,9/3/2020 19:30:27,198.8798
8507,9/3/2020 19:30:28,198.8947
8508,9/3/2020 19:30:29,198.9208
8509,9/3/2020 19:30:30,198.9357
8510,9/3/2020 19:30:31,198.9506
8511,9/3/2020 19:30:32,198.9619
8512,9/3/2020 19:30:33,198.9804
8513,9/3/2020 19:30:34,198.9953
8514,9/3/2020 19:30:35,199.014
8515,9/3/2020 19:30:36,199.0289
8516,9/3/2020 19:30:37,199.04
8517,9/3/2020 19:30:38,199.051
8518,9/3/2020 19:30:39,199.0733
8519,9/3/2020 19:30:40,199.0845
8520,9/3/2020 19:30:41,199.1033
8521,9/3/2020 19:30:42,199.1144
8522,9/3/2020 19:30:43,199.1404
8523,9/3/2020 19:30:44,199.1628
8524,9/3/2020 19:30:45,199.1703
8525,9/3/2020 19:30:46,199.1815
8526,9/3/2020 19:30:47,199.2113
8527,9/3/2020 19:30:48,199.2262
8528,9/3/2020 19:30:49,199.2485
8529,9/3/2020 19:30:50,199.271
8530,9/3/2020 19:30:51,199.2784
8531,9/3/2020 19:30:52,199.297
8532,9/3/2020 19:30:53,199.3157
8533,9/3/2020 19:30:54,199.3344
8534,9/3/2020 19:30:55,199.3493
8535,9/3/2020 19:30:56,199.3568
8536,9/3/2020 19:30:57,199.3641
8537,9/3/2020 19:30:58,199.3828
8538,9/3/2020 19:30:59,199.3939
8539,9/3/2020 19:31:0,199.4125
8540,9/3/2020 19:31:1,199.4312
8541,9/3/2020 19:31:2,199.4461
8542,9/3/2020 19:31:3,199.4684
8543,9/3/2020 19:31:4,199.4872
8544,9/3/2020 19:31:5,199.4983
8545,9/3/2020 19:31:6,199.5244
8546,9/3/2020 19:31:7,199.5356
8547,9/3/2020 19:31:8,199.5693
8548,9/3/2020 19:31:9,199.5842
8549,9/3/2020 19:31:10,199.5915
8550,9/3/2020 19:31:11,199.6251
8551,9/3/2020 19:31:12,199.6325
8552,9/3/2020 19:31:13,199.6511
8553,9/3/2020 19:31:14,199.6773
8554,9/3/2020 19:31:15,199.6958
8555,9/3/2020 19:31:16,199.707
8556,9/3/2020 19:31:17,199.7033
8557,9/3/2020 19:31:18,199.7257
8558,9/3/2020 19:31:19,199.7444
8559,9/3/2020 19:31:20,199.7594
8560,9/3/2020 19:31:21,199.778
8561,9/3/2020 19:31:22,199.7965
8562,9/3/2020 19:31:23,199.804
8563,9/3/2020 19:31:24,199.8188
8564,9/3/2020 19:31:25,199.8523
8565,9/3/2020 19:31:26,199.8636
8566,9/3/2020 19:31:27,199.8748
8567,9/3/2020 19:31:28,199.8972
8568,9/3/2020 19:31:29,199.9195
8569,9/3/2020 19:31:30,199.9307
8570,9/3/2020 19:31:31,199.9568
8571,9/3/2020 19:31:32,199.9717
8572,9/3/2020 19:31:33,199.9866
8573,9/3/2020 19:31:34,199.9903
8574,9/3/2020 19:31:35,200.0238
8575,9/3/2020 19:31:36,200.0311
8576,9/3/2020 19:31:37,200.0497
8577,9/3/2020 19:31:38,200.0684
8578,9/3/2020 19:31:39,200.0794
8579,9/3/2020 19:31:40,200.0941
8580,9/3/2020 19:31:41,200.1202
8581,9/3/2020 19:31:42,200.1276
8582,9/3/2020 19:31:43,200.1424
8583,9/3/2020 19:31:44,200.1536
8584,9/3/2020 19:31:45,200.1833
8585,9/3/2020 19:31:46,200.2055
8586,9/3/2020 19:31:47,200.2168
8587,9/3/2020 19:31:48,200.2465
8588,9/3/2020 19:31:49,200.2651
8589,9/3/2020 19:31:50,200.2874
8590,9/3/2020 19:31:51,200.291
8591,9/3/2020 19:31:52,200.3057
8592,9/3/2020 19:31:53,200.3205
8593,9/3/2020 19:31:54,200.3427
8594,9/3/2020 19:31:55,200.354
8595,9/3/2020 19:31:56,200.3651
8596,9/3/2020 19:31:57,200.3799
8597,9/3/2020 19:31:58,200.391
8598,9/3/2020 19:31:59,200.4023
8599,9/3/2020 19:32:0,200.4208
8600,9/3/2020 19:32:1,200.4356
8601,9/3/2020 19:32:2,200.4505
8602,9/3/2020 19:32:3,200.4691
8603,9/3/2020 19:32:4,200.4949
8604,9/3/2020 19:32:5,200.5098
8605,9/3/2020 19:32:6,200.532
8606,9/3/2020 19:32:7,200.5506
8607,9/3/2020 19:32:8,200.5803
8608,9/3/2020 19:32:9,200.595
8609,9/3/2020 19:32:10,200.6136
8610,9/3/2020 19:32:11,200.6322
8611,9/3/2020 19:32:12,200.6581
8612,9/3/2020 19:32:13,200.6692
8613,9/3/2020 19:32:14,200.6729
8614,9/3/2020 19:32:15,200.6839
8615,9/3/2020 19:32:16,200.7026
8616,9/3/2020 19:32:17,200.7136
8617,9/3/2020 19:32:18,200.7359
8618,9/3/2020 19:32:19,200.7508
8619,9/3/2020 19:32:20,200.7544
8620,9/3/2020 19:32:21,200.773
8621,9/3/2020 19:32:22,200.7841
8622,9/3/2020 19:32:23,200.7989
8623,9/3/2020 19:32:24,200.8174
8624,9/3/2020 19:32:25,200.8247
8625,9/3/2020 19:32:26,200.8619
8626,9/3/2020 19:32:27,200.8879
8627,9/3/2020 19:32:28,200.8952
8628,9/3/2020 19:32:29,200.925
8629,9/3/2020 19:32:30,200.936
8630,9/3/2020 19:32:31,200.9545
8631,9/3/2020 19:32:32,200.9731
8632,9/3/2020 19:32:33,200.9806
8633,9/3/2020 19:32:34,200.9954
8634,9/3/2020 19:32:35,201.0103
8635,9/3/2020 19:32:36,201.0214
8636,9/3/2020 19:32:37,201.04
8637,9/3/2020 19:32:38,201.0548
8638,9/3/2020 19:32:39,201.0733
8639,9/3/2020 19:32:40,201.0919
8640,9/3/2020 19:32:41,201.1066
8641,9/3/2020 19:32:42,201.1326
8642,9/3/2020 19:32:43,201.1511
8643,9/3/2020 19:32:44,201.1771
8644,9/3/2020 19:32:45,201.1844
8645,9/3/2020 19:32:46,201.1992
8646,9/3/2020 19:32:47,201.2215
8647,9/3/2020 19:32:48,201.2289
8648,9/3/2020 19:32:49,201.2474
8649,9/3/2020 19:32:50,201.2623
8650,9/3/2020 19:32:51,201.277
8651,9/3/2020 19:32:52,201.2956
8652,9/3/2020 19:32:53,201.3103
8653,9/3/2020 19:32:54,201.3252
8654,9/3/2020 19:32:55,201.3399
8655,9/3/2020 19:32:56,201.3548
8656,9/3/2020 19:32:57,201.3548
8657,9/3/2020 19:32:58,201.3771
8658,9/3/2020 19:32:59,201.392
8659,9/3/2020 19:33:0,201.4178
8660,9/3/2020 19:33:1,201.4327
8661,9/3/2020 19:33:2,201.4586
8662,9/3/2020 19:33:3,201.4734
8663,9/3/2020 19:33:4,201.4883
8664,9/3/2020 19:33:5,201.5106
8665,9/3/2020 19:33:6,201.5218
8666,9/3/2020 19:33:7,201.5476
8667,9/3/2020 19:33:8,201.5662
8668,9/3/2020 19:33:9,201.5885
8669,9/3/2020 19:33:10,201.6033
8670,9/3/2020 19:33:11,201.6218
8671,9/3/2020 19:33:12,201.6403
8672,9/3/2020 19:33:13,201.6626
8673,9/3/2020 19:33:14,201.6773
8674,9/3/2020 19:33:15,201.6848
8675,9/3/2020 19:33:16,201.6922
8676,9/3/2020 19:33:17,201.7145
8677,9/3/2020 19:33:18,201.7218
8678,9/3/2020 19:33:19,201.7366
8679,9/3/2020 19:33:20,201.7552
8680,9/3/2020 19:33:21,201.7662
8681,9/3/2020 19:33:22,201.7848
8682,9/3/2020 19:33:23,201.8145
8683,9/3/2020 19:33:24,201.8182
8684,9/3/2020 19:33:25,201.8405
8685,9/3/2020 19:33:26,201.8515
8686,9/3/2020 19:33:27,201.8665
8687,9/3/2020 19:33:28,201.8887
8688,9/3/2020 19:33:29,201.8961
8689,9/3/2020 19:33:30,201.9147
8690,9/3/2020 19:33:31,201.9295
8691,9/3/2020 19:33:32,201.9517
8692,9/3/2020 19:33:33,201.9629
8693,9/3/2020 19:33:34,201.985
8694,9/3/2020 19:33:35,201.9962
8695,9/3/2020 19:33:36,202.0184
8696,9/3/2020 19:33:37,202.0222
8697,9/3/2020 19:33:38,202.0555
8698,9/3/2020 19:33:39,202.074
8699,9/3/2020 19:33:40,202.0777
8700,9/3/2020 19:33:41,202.1001
8701,9/3/2020 19:33:42,202.1186
8702,9/3/2020 19:33:43,202.126
8703,9/3/2020 19:33:44,202.1483
8704,9/3/2020 19:33:45,202.1632
8705,9/3/2020 19:33:46,202.1745
8706,9/3/2020 19:33:47,202.1966
8707,9/3/2020 19:33:48,202.2152
8708,9/3/2020 19:33:49,202.2152
8709,9/3/2020 19:33:50,202.23
8710,9/3/2020 19:33:51,202.2449
8711,9/3/2020 19:33:52,202.2635
8712,9/3/2020 19:33:53,202.2708
8713,9/3/2020 19:33:54,202.2968
8714,9/3/2020 19:33:55,202.3191
8715,9/3/2020 19:33:56,202.3377
8716,9/3/2020 19:33:57,202.3488
8717,9/3/2020 19:33:58,202.371
8718,9/3/2020 19:33:59,202.3748
8719,9/3/2020 19:34:0,202.397
8720,9/3/2020 19:34:1,202.4119
8721,9/3/2020 19:34:2,202.423
8722,9/3/2020 19:34:3,202.4414
8723,9/3/2020 19:34:4,202.4563
8724,9/3/2020 19:34:5,202.4712
8725,9/3/2020 19:34:6,202.486
8726,9/3/2020 19:34:7,202.5156
8727,9/3/2020 19:34:8,202.5156
8728,9/3/2020 19:34:9,202.5304
8729,9/3/2020 19:34:10,202.5564
8730,9/3/2020 19:34:11,202.5713
8731,9/3/2020 19:34:12,202.5898
8732,9/3/2020 19:34:13,202.6121
8733,9/3/2020 19:34:14,202.627
8734,9/3/2020 19:34:15,202.6604
8735,9/3/2020 19:34:16,202.6716
8736,9/3/2020 19:34:17,202.6716
8737,9/3/2020 19:34:18,202.6827
8738,9/3/2020 19:34:19,202.6974
8739,9/3/2020 19:34:20,202.7161
8740,9/3/2020 19:34:21,202.7309
8741,9/3/2020 19:34:22,202.7457
8742,9/3/2020 19:34:23,202.7681
8743,9/3/2020 19:34:24,202.7865
8744,9/3/2020 19:34:25,202.7939
8745,9/3/2020 19:34:26,202.8049
8746,9/3/2020 19:34:27,202.8347
8747,9/3/2020 19:34:28,202.8422
8748,9/3/2020 19:34:29,202.857
8749,9/3/2020 19:34:30,202.8608
8750,9/3/2020 19:34:31,202.8792
8751,9/3/2020 19:34:32,202.894
8752,9/3/2020 19:34:33,202.9053
8753,9/3/2020 19:34:34,202.9312
8754,9/3/2020 19:34:35,202.9535
8755,9/3/2020 19:34:36,202.9609
8756,9/3/2020 19:34:37,202.9906
8757,9/3/2020 19:34:38,203.0054
8758,9/3/2020 19:34:39,203.0128
8759,9/3/2020 19:34:40,203.0388
8760,9/3/2020 19:34:41,203.0613
8761,9/3/2020 19:34:42,203.0648
8762,9/3/2020 19:34:43,203.0798
8763,9/3/2020 19:34:44,203.1057
8764,9/3/2020 19:34:45,203.1094
8765,9/3/2020 19:34:46,203.1317
8766,9/3/2020 19:34:47,203.154
8767,9/3/2020 19:34:48,203.1577
8768,9/3/2020 19:34:49,203.1763
8769,9/3/2020 19:34:50,203.1837
8770,9/3/2020 19:34:51,203.2061
8771,9/3/2020 19:34:52,203.2283
8772,9/3/2020 19:34:53,203.2432
8773,9/3/2020 19:34:54,203.2581
8774,9/3/2020 19:34:55,203.2691
8775,9/3/2020 19:34:56,203.2878
8776,9/3/2020 19:34:57,203.2952
8777,9/3/2020 19:34:58,203.3101
8778,9/3/2020 19:34:59,203.3361
8779,9/3/2020 19:35:0,203.34
8780,9/3/2020 19:35:1,203.3658
8781,9/3/2020 19:35:2,203.3881
8782,9/3/2020 19:35:3,203.3994
8783,9/3/2020 19:35:4,203.4143
8784,9/3/2020 19:35:5,203.4366
8785,9/3/2020 19:35:6,203.4477
8786,9/3/2020 19:35:7,203.4663
8787,9/3/2020 19:35:8,203.4812
8788,9/3/2020 19:35:9,203.4961
8789,9/3/2020 19:35:10,203.5109
8790,9/3/2020 19:35:11,203.5258
8791,9/3/2020 19:35:12,203.537
8792,9/3/2020 19:35:13,203.5593
8793,9/3/2020 19:35:14,203.5742
8794,9/3/2020 19:35:15,203.5853
8795,9/3/2020 19:35:16,203.615
8796,9/3/2020 19:35:17,203.6188
8797,9/3/2020 19:35:18,203.6448
8798,9/3/2020 19:35:19,203.6633
8799,9/3/2020 19:35:20,203.6819
8800,9/3/2020 19:35:21,203.6968
8801,9/3/2020 19:35:22,203.7044
8802,9/3/2020 19:35:23,203.7265
8803,9/3/2020 19:35:24,203.7489
8804,9/3/2020 19:35:25,203.7675
8805,9/3/2020 19:35:26,203.7748
8806,9/3/2020 19:35:27,203.7825
8807,9/3/2020 19:35:28,203.7935
8808,9/3/2020 19:35:29,203.8159
8809,9/3/2020 19:35:30,203.8344
8810,9/3/2020 19:35:31,203.8456
8811,9/3/2020 19:35:32,203.8642
8812,9/3/2020 19:35:33,203.8864
8813,9/3/2020 19:35:34,203.9052
8814,9/3/2020 19:35:35,203.9312
8815,9/3/2020 19:35:36,203.9423
8816,9/3/2020 19:35:37,203.9498
8817,9/3/2020 19:35:38,203.9719
8818,9/3/2020 19:35:39,203.9905
8819,9/3/2020 19:35:40,203.9981
8820,9/3/2020 19:35:41,204.024
8821,9/3/2020 19:35:42,204.0426
8822,9/3/2020 19:35:43,204.0538
8823,9/3/2020 19:35:44,204.0687
8824,9/3/2020 19:35:45,204.1058
8825,9/3/2020 19:35:46,204.1131
8826,9/3/2020 19:35:47,204.1319
8827,9/3/2020 19:35:48,204.1467
8828,9/3/2020 19:35:49,204.1653
8829,9/3/2020 19:35:50,204.1729
8830,9/3/2020 19:35:51,204.1987
8831,9/3/2020 19:35:52,204.221
8832,9/3/2020 19:35:53,204.2174
8833,9/3/2020 19:35:54,204.2433
8834,9/3/2020 19:35:55,204.2545
8835,9/3/2020 19:35:56,204.2769
8836,9/3/2020 19:35:57,204.2955
8837,9/3/2020 19:35:58,204.3028
8838,9/3/2020 19:35:59,204.3252
8839,9/3/2020 19:36:0,204.3437
8840,9/3/2020 19:36:1,204.3549
8841,9/3/2020 19:36:2,204.3624
8842,9/3/2020 19:36:3,204.3846
8843,9/3/2020 19:36:4,204.407
8844,9/3/2020 19:36:5,204.4255
8845,9/3/2020 19:36:6,204.4365
8846,9/3/2020 19:36:7,204.4477
8847,9/3/2020 19:36:8,204.47
8848,9/3/2020 19:36:9,204.4811
8849,9/3/2020 19:36:10,204.5109
8850,9/3/2020 19:36:11,204.522
8851,9/3/2020 19:36:12,204.5443
8852,9/3/2020 19:36:13,204.5592
8853,9/3/2020 19:36:14,204.5666
8854,9/3/2020 19:36:15,204.5815
8855,9/3/2020 19:36:16,204.5852
8856,9/3/2020 19:36:17,204.6037
8857,9/3/2020 19:36:18,204.6185
8858,9/3/2020 19:36:19,204.6334
8859,9/3/2020 19:36:20,204.6445
8860,9/3/2020 19:36:21,204.6519
8861,9/3/2020 19:36:22,204.6704
8862,9/3/2020 19:36:23,204.689
8863,9/3/2020 19:36:24,204.715
8864,9/3/2020 19:36:25,204.7374
8865,9/3/2020 19:36:26,204.7486
8866,9/3/2020 19:36:27,204.7597
8867,9/3/2020 19:36:28,204.7783
8868,9/3/2020 19:36:29,204.7967
8869,9/3/2020 19:36:30,204.8192
8870,9/3/2020 19:36:31,204.8525
8871,9/3/2020 19:36:32,204.8636
8872,9/3/2020 19:36:33,204.8785
8873,9/3/2020 19:36:34,204.8822
8874,9/3/2020 19:36:35,204.8933
8875,9/3/2020 19:36:36,204.9193
8876,9/3/2020 19:36:37,204.9379
8877,9/3/2020 19:36:38,204.9491
8878,9/3/2020 19:36:39,204.9676
8879,9/3/2020 19:36:40,204.975
8880,9/3/2020 19:36:41,204.9899
8881,9/3/2020 19:36:42,205.0009
8882,9/3/2020 19:36:43,205.0156
8883,9/3/2020 19:36:44,205.0417
8884,9/3/2020 19:36:45,205.0751
8885,9/3/2020 19:36:46,205.0751
8886,9/3/2020 19:36:47,205.1048
8887,9/3/2020 19:36:48,205.1234
8888,9/3/2020 19:36:49,205.1456
8889,9/3/2020 19:36:50,205.1678
8890,9/3/2020 19:36:51,205.1678
8891,9/3/2020 19:36:52,205.19
8892,9/3/2020 19:36:53,205.2011
8893,9/3/2020 19:36:54,205.2123
8894,9/3/2020 19:36:55,205.2347
8895,9/3/2020 19:36:56,205.242
8896,9/3/2020 19:36:57,205.2457
8897,9/3/2020 19:36:58,205.2643
8898,9/3/2020 19:36:59,205.2792
8899,9/3/2020 19:37:0,205.3015
8900,9/3/2020 19:37:1,205.3089
8901,9/3/2020 19:37:2,205.3201
8902,9/3/2020 19:37:3,205.3461
